texto,categoria
"Hola, reclamo pq las luminarias nuevas que pusieron en calle Ignacio Carrera Pinto quedaron mal instaladas y se apagan solas cada rato.",Alumbrado Público
"estimados, reclamo pq las luminarias nuevas que pusieron en calle Los Aromos quedaron mal instaladas y se apagan solas cada rato.",Alumbrado Público
atras del colegio el agua de lluvia se acumula en la calle y forma una laguna enorme porque no hay rejillas de desague. Porfavor tomen cartas en el asunto.,Vialidad y Pavimentación
"quiero reclamar xq las luces de la plaza de Poblacion Cordillera nunca las prenden aunque este oscuro, parece que el sensor esta malo. Espero puedan solucionarlo pronto, gracias",Alumbrado Público
hace mas de 20 dias que el poste de la esquina de Simon Bolivar esta apagado y justo ahi es donde han asaltado a dos vecinos ultimamente. Ya no sabemos a quien mas recurrir!!,Alumbrado Público
"el pavimento de calle Padre Hurtado esta totalmente destrozado, cada vez q llueve se llena de agua y no se puede pasar. Gracias de antemano",Vialidad y Pavimentación
quiero reclamar xq dejaron la calle Las Encinas abierta despues de un arreglo de agua potable hace 20 dias y no la han vuelto a pavimentar. Gracias de antemano.,Vialidad y Pavimentación
"el poste que esta frente a mi casa en calle Vicuna Mackenna tiene la luz encendida todo el dia y de noche se apaga, esta al reves. Porfavor tomen cartas en el asunto",Alumbrado Público
"Buenas tardes, el bar que esta cerca de mi casa en Villa Esperanza hace un ruido tremendo todos los fines de semana hasta el amanecer. Gracias de antemano",Permisos y Patentes Comerciales
"asaltaron a un vecino a mano armada en la esquina de Las Rosas hace varias semanas, necesitamos mas presencia policial urgente. Espero una pronta solucion",Seguridad Ciudadana
"Buen dia, el semaforo de la esquina de El Roble con la principal lleva una semana malo y esta generando tacos y accidentes. Gracias de antemano",Vialidad y Pavimentación
"la plaza de la cuadra de la plaza quedo destruida despues de una fiesta del fin de semana, rompieron bancas y plantas, hay q reponer todo. Porfavor tomen cartas en el asunto.",Áreas Verdes
"hola, necesitamos urgente mas iluminacion atras del colegio porque en la noche no se ve nada y da temor para las senoras que llegan solas. Porfavor tomen cartas en el asunto.",Alumbrado Público
"hay un cable colgando de un poste por el puente que parece que es de la luz de la calle, da miedo que le pase algo a alguien!!",Alumbrado Público
"estimados, quiero saber si el negocio nuevo del sector norte cuenta con patente de alcoholes, porque vende cerveza a toda hora incluso de madrugada. Porfavor tomen cartas en el asunto.",Permisos y Patentes Comerciales
"se cayo una rama enorme de un arbol en la plaza del pasaje de atras y quedo bloqueando la entrada, es peligroso para los ninos que juegan ahi. Porfavor tomen cartas en el asunto.",Áreas Verdes
"sr. alcalde, hay actos de vandalismo constantes en Villa Los Alerces, rayan las casas y rompen los vidrios de los autos estacionados. Ojala le puedan poner atencion a esto",Seguridad Ciudadana
"hola, en la Villa Portales hay un microbasural enorme que se esta formando en el sitio eriazo, la gente sigue tirando basura y nadie hace nada. Espero puedan solucionarlo pronto, gracias",Aseo y Ornato
"el pavimento de calle Los Aromos esta totalmente destrozado, cada vez q llueve se llena de agua y no se puede pasar. Porfavor tomen cartas en el asunto.",Vialidad y Pavimentación
"el sitio eriazo de calle Bernardo O'Higgins se ha convertido en un foco de delincuencia, de noche se juntan a robar y a consumir. Espero puedan solucionarlo pronto, gracias",Seguridad Ciudadana
"Buenas tardes, hay actos de vandalismo constantes en Poblacion Santa Elena, rayan las casas y rompen los vidrios de los autos estacionados. Quedo atento a una respuesta.",Seguridad Ciudadana
"hola, el bar que esta cerca de mi casa en Poblacion El Bosque hace un ruido tremendo todos los fines de semana hasta el amanecer. Espero puedan solucionarlo pronto, gracias",Permisos y Patentes Comerciales
"buen dia, hay un poste de luz que quedo torcido en medio de la vereda de Los Jazmines despues q un auto lo choco, es un peligro para los peatones. Muchas gracias por su tiempo",Vialidad y Pavimentación
necesitamos urgente una camara de seguridad en la esquina de Los Naranjos porque ahi asaltaron a dos personas esta semana. Ojala le puedan poner atencion a esto!!,Seguridad Ciudadana
"el poste que esta frente a mi casa en calle Manuel Rodriguez tiene la luz encendida todo el dia y de noche se apaga, esta al reves.",Alumbrado Público
"llevamos casi 2 semanas esperando que repongan el pavimento de calle Ignacio Carrera Pinto, quedo puro hoyo despues de las obras del alcantarillado. Saludos!!",Vialidad y Pavimentación
"el foco de la esquina de mi casa en Los Aromos esta quemado hace casi 2 semanas, ya avise antes y nadie ha venido a cambiarlo. Ya no sabemos a quien mas recurrir!!",Alumbrado Público
los camiones recolectores estan pasando en la madrugada y hacen un escandalo terrible ademas dejan tarros de basura botados en la calle San Martin. Gracias de antemano!!,Aseo y Ornato
"hola municipio, hay un hoyo enorme en calle Colon cerca del paradero que ya provoco que un auto se pinchara, es peligroso porfavor arreglenlo. Ojala le puedan poner atencion a esto!!",Vialidad y Pavimentación
"Sr. alcalde, pedimos mas rondas de carabineros para Poblacion Cordillera porque hace 10 dias hubo dos asaltos en la misma cuadra. Gracias de antemano.",Seguridad Ciudadana
"el poste que esta frente a mi casa en calle Balmaceda tiene la luz encendida todo el dia y de noche se apaga, esta al reves. Porfavor tomen cartas en el asunto.",Alumbrado Público
"Buen dia, necesitamos urgente mas iluminacion al lado de la sede vecinal porque en la noche no se ve nada y da temor para las senoras que llegan solas. Quedo atento a una respuesta.",Alumbrado Público
"hace 10 dias que no riegan las areas verdes de calle Diego Portales, todo el pasto se esta secando y los arboles nuevos se van a morir. Ya no sabemos a quien mas recurrir",Áreas Verdes
"los tachos de basura de la plaza de Villa Portales estan quebrados y el pasto lleno de vidrios, es peligroso para los ninos que andan descalzos. Espero puedan solucionarlo pronto, gracias.",Áreas Verdes
"el sitio eriazo de calle Las Encinas se ha convertido en un foco de delincuencia, de noche se juntan a robar y a consumir. Ya no sabemos a quien mas recurrir.",Seguridad Ciudadana
"se cayo una rama enorme de un arbol en la plaza del centro y quedo bloqueando la entrada, es peligroso para los ninos que juegan ahi. Saludos.",Áreas Verdes
"el pavimento de calle Bernardo O'Higgins esta totalmente destrozado, cada vez q llueve se llena de agua y no se puede pasar. Ojala le puedan poner atencion a esto.",Vialidad y Pavimentación
"Hola, el local que abrieron en calle Freire pone musica hasta muy tarde y creo q no tiene patente para funcionar asi. Espero puedan solucionarlo pronto, gracias",Permisos y Patentes Comerciales
"reclamo xq instalaron una discoteca improvisada en una casa de calle Los Alerces, cobran entrada y no creo que tengan patente para eso. Ojala le puedan poner atencion a esto.",Permisos y Patentes Comerciales
"nadie barre las veredas de Villa El Retiro hace bastante tiempo, esta lleno de hojas y tierra, se ve muy descuidado el sector. Gracias de antemano",Aseo y Ornato
"Hola, el pasto de la plaza de Villa Las Nieves no lo cortan hace 10 dias, ya esta enorme y se esconden ahi los perros vagos. Ya no sabemos a quien mas recurrir.",Áreas Verdes
"buenas tardes, el semaforo de la esquina de Las Acacias con la principal lleva mas de 20 dias malo y esta generando tacos y accidentes. Ya no sabemos a quien mas recurrir",Vialidad y Pavimentación
"en la Villa El Retiro la plaza esta abandonada, el pasto crecido, los arbustos sin podar y da la sensacion de que a nadie le importa. Espero una pronta solucion.",Áreas Verdes
"Hola, llevamos 10 dias sin luz en todo el pasaje de calle Ignacio Carrera Pinto, ya reclamamos por telefono y no ha pasado nada. Gracias de antemano",Alumbrado Público
"el sitio eriazo de calle Los Naranjos se ha convertido en un foco de delincuencia, de noche se juntan a robar y a consumir. Ojala le puedan poner atencion a esto.",Seguridad Ciudadana
"buenos dias, pedimos mas rondas de carabineros para Villa Portales porque hace casi 2 semanas hubo dos asaltos en la misma cuadra.",Seguridad Ciudadana
"buen dia, el pasto y la maleza de la vereda en calle San Martin ya casi tapan la calzada, ademas hay bastante basura acumulada. Ojala le puedan poner atencion a esto.",Aseo y Ornato
"Buenos dias, el pasto de la plaza de Poblacion Vista Hermosa no lo cortan hace casi 2 semanas, ya esta enorme y se esconden ahi los perros vagos. Porfavor tomen cartas en el asunto.",Áreas Verdes
en Poblacion El Bosque hay varios postes sin luz y de noche los delincuentes aprovechan la oscuridad para hacer de las suyas. Porfavor tomen cartas en el asunto,Alumbrado Público
"hace casi 2 semanas que no retiran los escombros que dejaron en la vereda de calle Los Aromos, cerca del paradero, y estan estorbando el paso de la gente. Porfavor tomen cartas en el asunto",Aseo y Ornato
"buen dia, hace mas de 20 dias que no riegan las areas verdes de calle Las Encinas, todo el pasto se esta secando y los arboles nuevos se van a morir.",Áreas Verdes
"las papeleras de calle Freire estan todas rotas y no las han cambiado, por eso la gente tira la basura directo al suelo. Ojala le puedan poner atencion a esto.",Aseo y Ornato
"hay un grupo que se junta a consumir drogas todas las noches en la esquina de calle Manuel Rodriguez, los vecinos ya no sabemos que hacer. Espero puedan solucionarlo pronto, gracias.",Seguridad Ciudadana
"hola municipio, anoche entraron a robar a una casa de Poblacion 18 de Septiembre, ya es la tercera esta semana y nadie hace rondas por aca. Espero puedan solucionarlo pronto, gracias.",Seguridad Ciudadana
"hace falta un lomo de toro urgente en calle Vicuna Mackenna cerca de la plaza, los autos pasan como si fuera autopista y ya casi atropellan a un vecino. Porfavor tomen cartas en el asunto.",Vialidad y Pavimentación
"en la plaza de Poblacion 18 de Septiembre los columpios estan quebrados hace tiempo y los ninos igual los usan, alguien se puede lesionar. Gracias de antemano.",Áreas Verdes
los camiones recolectores estan pasando en la madrugada y hacen un escandalo terrible ademas dejan tarros de basura botados en la calle Las Acacias. Saludos,Aseo y Ornato
"Buen dia, quiero saber si el negocio nuevo del sector oriente cuenta con patente de alcoholes, porque vende cerveza a toda hora incluso de madrugada. Gracias de antemano",Permisos y Patentes Comerciales
quiero reclamar xq dejaron la calle Los Aromos abierta despues de un arreglo de agua potable hace 20 dias y no la han vuelto a pavimentar.,Vialidad y Pavimentación
"estimados, el pasto y la maleza de la vereda en calle Colon ya casi tapan la calzada, ademas hay bastante basura acumulada. Ya no sabemos a quien mas recurrir",Aseo y Ornato
"nadie barre las veredas de Villa Los Pinos hace 20 dias, esta lleno de hojas y tierra, se ve muy descuidado el sector. Ojala le puedan poner atencion a esto.",Aseo y Ornato
"Hola municipio, hay un poste de luz que quedo torcido en medio de la vereda de Padre Hurtado despues q un auto lo choco, es un peligro para los peatones. Muchas gracias por su tiempo!!",Vialidad y Pavimentación
hicieron una rayado (graffiti) horrible en el muro de la sede social de Poblacion El Bosque y ya lleva varias semanas sin que lo limpien. Porfavor tomen cartas en el asunto,Aseo y Ornato
quiero reclamar xq dejaron la calle Padre Hurtado abierta despues de un arreglo de agua potable hace mas de 20 dias y no la han vuelto a pavimentar. Ya no sabemos a quien mas recurrir.,Vialidad y Pavimentación
"la vereda de calle Los Naranjos esta rota hace mas de un mes, las senoras con coche de guagua tienen q bajarse a la calle para pasar!!",Vialidad y Pavimentación
"buenas tardes, reclamo pq las luminarias nuevas que pusieron en calle Circunvalacion quedaron mal instaladas y se apagan solas cada rato. Espero una pronta solucion!!",Alumbrado Público
"quiero denunciar un taller mecanico en calle Los Almendros que funciona en la via publica sin patente comercial, dejan aceite tirado en la calle. Quedo atento a una respuesta",Permisos y Patentes Comerciales
en Poblacion Santa Elena hay varios postes sin luz y de noche los delincuentes aprovechan la oscuridad para hacer de las suyas. Ya no sabemos a quien mas recurrir.,Alumbrado Público
"el sitio eriazo de calle Errazuriz se ha convertido en un foco de delincuencia, de noche se juntan a robar y a consumir. Ya no sabemos a quien mas recurrir!!",Seguridad Ciudadana
"estimados, el bar que esta cerca de mi casa en Villa El Trebol hace un ruido tremendo todos los fines de semana hasta el amanecer. Quedo atento a una respuesta.",Permisos y Patentes Comerciales
"estimados, el poste de calle Las Torres quedo colgando despues de un choque hace un mes y nadie lo ha venido a reparar, es peligroso. Gracias de antemano",Alumbrado Público
"hace falta un lomo de toro urgente en calle Manuel Rodriguez cerca de la plaza, los autos pasan como si fuera autopista y ya casi atropellan a un vecino. Espero una pronta solucion",Vialidad y Pavimentación
quiero reclamar xq dejaron la calle Diego Portales abierta despues de un arreglo de agua potable hace mas de 20 dias y no la han vuelto a pavimentar. Ojala le puedan poner atencion a esto.,Vialidad y Pavimentación
"el juego de resbalin de la plaza del sector sur esta oxidado y con el fierro filoso, ya casi corta a un nino. Espero puedan solucionarlo pronto, gracias",Áreas Verdes
hicieron una rayado (graffiti) horrible en el muro de la sede social de Villa Los Pinos y ya lleva mas de 20 dias sin que lo limpien.,Aseo y Ornato
"hay un cable colgando de un poste por el puente que parece que es de la luz de la calle, da miedo que le pase algo a alguien. Espero una pronta solucion.",Alumbrado Público
"hay un negocio en la esquina que hace fiestas clandestinas los fines de semana, con musica fuerte y venta de alcohol sin permiso. Quedo atento a una respuesta.",Permisos y Patentes Comerciales
"Buenas tardes, quiero denunciar que atras del colegio la gente bota escombros de construccion ilegalmente y ya se hizo un basural enorme. Ojala le puedan poner atencion a esto!!",Aseo y Ornato
"buenas tardes, en la esquina han aumentado mucho los robos ultimamente, hace bastante tiempo le robaron a un vecino en la puerta de su casa.",Seguridad Ciudadana
"Buenas tardes, hace un mes que no riegan las areas verdes de calle Los Alamos, todo el pasto se esta secando y los arboles nuevos se van a morir. Porfavor tomen cartas en el asunto",Áreas Verdes
"en la plaza de Villa Los Alerces hay ratones porque la gente deja bolsas de basura en la reja del parque, esto es un peligro para los ninos. Espero una pronta solucion!!",Aseo y Ornato
"hace tiempo que pedimos mas alumbrado en el pasaje de Poblacion Los Heroes, esta todo oscuro y varias vecinas tienen miedo de volver de noche. Espero puedan solucionarlo pronto, gracias!!",Alumbrado Público
"en la esquina de Las Torres instalaron un carrito de comida sin ningun permiso, ademas deja toda la vereda sucia. Espero una pronta solucion.",Permisos y Patentes Comerciales
"Hola, quiero saber si el negocio nuevo de la cuadra de la plaza cuenta con patente de alcoholes, porque vende cerveza a toda hora incluso de madrugada. Gracias de antemano.",Permisos y Patentes Comerciales
"en la plaza de Villa Sol Naciente se juntan a beber y a pelear todas las noches, los vecinos tenemos miedo de salir. Porfavor tomen cartas en el asunto",Seguridad Ciudadana
"nadie barre las veredas de Poblacion Nueva Amanecer hace mas de un mes, esta lleno de hojas y tierra, se ve muy descuidado el sector. Ojala le puedan poner atencion a esto.",Aseo y Ornato
hicieron una rayado (graffiti) horrible en el muro de la sede social de Villa Las Nieves y ya lleva 20 dias sin que lo limpien.,Aseo y Ornato
"en la esquina de Ignacio Carrera Pinto instalaron un carrito de comida sin ningun permiso, ademas deja toda la vereda sucia. Ya no sabemos a quien mas recurrir",Permisos y Patentes Comerciales
"estimados, necesitamos urgente mas iluminacion al fondo del pasaje porque en la noche no se ve nada y da temor para las senoras que llegan solas. Quedo atento a una respuesta.",Alumbrado Público
"sr. alcalde, el restaurant de la esquina boto sus desechos a la calle de nuevo, ademas dudo que tenga los permisos sanitarios al dia. Gracias de antemano.",Permisos y Patentes Comerciales
"hay un colchon y varios muebles viejos botados hace varias semanas cerca del jardin infantil, porfavor manden a retirarlos.",Aseo y Ornato
"asaltaron a un vecino a mano armada en la esquina de Arturo Prat hace bastante tiempo, necesitamos mas presencia policial urgente. Porfavor tomen cartas en el asunto.",Seguridad Ciudadana
al lado de la sede vecinal el agua de lluvia se acumula en la calle y forma una laguna enorme porque no hay rejillas de desague. Muchas gracias por su tiempo,Vialidad y Pavimentación
hace 10 dias que reclamamos por el negocio de comida de Poblacion Vista Hermosa que funciona sin resolucion sanitaria y bota olores fuertes. Quedo atento a una respuesta.,Permisos y Patentes Comerciales
"Buenas tardes, en la Villa Los Pinos hay un microbasural enorme que se esta formando en el sitio eriazo, la gente sigue tirando basura y nadie hace nada.",Aseo y Ornato
"el pavimento de calle Yungay esta totalmente destrozado, cada vez q llueve se llena de agua y no se puede pasar. Porfavor tomen cartas en el asunto.",Vialidad y Pavimentación
"hay un olor a podrido terrible frente al almacen de la esquina, creo que es por la basura que se acumula en el sitio baldio de al lado. Ojala le puedan poner atencion a esto.",Aseo y Ornato
"buenos dias, vengo a reclamar xq el camion recolector paso y dejo la mitad de la basura tirada en la calle Los Jazmines, quedo un desastre. Espero una pronta solucion",Aseo y Ornato
"hace un par de semanas que no retiran los escombros que dejaron en la vereda de calle Bernardo O'Higgins, por el puente, y estan estorbando el paso de la gente. Gracias de antemano!!",Aseo y Ornato
las rejillas de aguas lluvias de calle Arturo Prat estan tapadas y cuando llueve se inunda toda la cuadra. Ojala le puedan poner atencion a esto.,Vialidad y Pavimentación
"Estimados, el restaurant del centro boto sus desechos a la calle de nuevo, ademas dudo que tenga los permisos sanitarios al dia. Muchas gracias por su tiempo",Permisos y Patentes Comerciales
quiero reclamar xq dejaron la calle Circunvalacion abierta despues de un arreglo de agua potable hace 3 dias y no la han vuelto a pavimentar!!,Vialidad y Pavimentación
"hay un olor a podrido terrible cerca del jardin infantil, creo que es por la basura que se acumula en el sitio baldio de al lado. Saludos",Aseo y Ornato
"en la plaza de Poblacion Nueva Amanecer los columpios estan quebrados hace tiempo y los ninos igual los usan, alguien se puede lesionar. Ya no sabemos a quien mas recurrir.",Áreas Verdes
"Estimados, el paso peatonal frente al colegio de la esquina esta borrado hace tiempo y los autos no respetan a los ninos que cruzan. Ya no sabemos a quien mas recurrir.",Vialidad y Pavimentación
hace varias semanas que reclamamos por el negocio de comida de Villa Esperanza que funciona sin resolucion sanitaria y bota olores fuertes.,Permisos y Patentes Comerciales
"el sitio eriazo de calle Las Encinas se ha convertido en un foco de delincuencia, de noche se juntan a robar y a consumir. Gracias de antemano",Seguridad Ciudadana
"buenas tardes, vengo a reclamar xq el camion recolector paso y dejo la mitad de la basura tirada en la calle El Bosque, quedo un desastre. Ojala le puedan poner atencion a esto",Aseo y Ornato
quiero saber pq el local de calle Colon sigue abierto si los vecinos ya denunciamos que no tiene patente comercial vigente. Quedo atento a una respuesta.,Permisos y Patentes Comerciales
"los basureros publicos de la plaza de Villa El Retiro estan quebrados y llenos de basura desbordada, alguien tiene q ir a limpiar urgente. Ojala le puedan poner atencion a esto.",Aseo y Ornato
las rejillas de aguas lluvias de calle El Roble estan tapadas y cuando llueve se inunda toda la cuadra.,Vialidad y Pavimentación
"Buenos dias, quiero saber si el negocio nuevo de la esquina cuenta con patente de alcoholes, porque vende cerveza a toda hora incluso de madrugada. Saludos",Permisos y Patentes Comerciales
"quiero reclamar xq cortaron mal los arboles de la plaza del sector poniente y quedaron puros palos pelados, se ve horrible. Espero una pronta solucion.",Áreas Verdes
"hace varias semanas que un grupo de encapuchados anda rondando por calle Errazuriz, varios vecinos ya llamaron a carabineros pero no llegan a tiempo. Saludos",Seguridad Ciudadana
los camiones recolectores estan pasando en la madrugada y hacen un escandalo terrible ademas dejan tarros de basura botados en la calle Simon Bolivar. Ya no sabemos a quien mas recurrir.,Aseo y Ornato
"hace mas de 20 dias que las areas verdes de Villa El Trebol no se les pasa la maquina, el pasto esta altisimo y se esconden roedores. Muchas gracias por su tiempo",Áreas Verdes
"Buenos dias, llevamos mas de un mes sin luz en todo el pasaje de calle Las Acacias, ya reclamamos por telefono y no ha pasado nada. Muchas gracias por su tiempo.",Alumbrado Público
"el pasto de la plaza de Poblacion 18 de Septiembre no lo cortan hace un par de semanas, ya esta enorme y se esconden ahi los perros vagos. Ya no sabemos a quien mas recurrir.",Áreas Verdes
los postes de luz del sector sur se apagan como a las 11 de la noche y quedamos completamente a oscuras hasta el otro dia.,Alumbrado Público
"en la Villa El Trebol varios postes no tienen ampolleta hace casi 2 semanas, de noche es imposible ver por donde uno camina. Ojala le puedan poner atencion a esto!!",Alumbrado Público
"buenos dias, llevamos 10 dias sin luz en todo el pasaje de calle Bernardo O'Higgins, ya reclamamos por telefono y no ha pasado nada. Ojala le puedan poner atencion a esto.",Alumbrado Público
"quiero reclamar xq cortaron mal los arboles de la plaza del sector oriente y quedaron puros palos pelados, se ve horrible. Espero puedan solucionarlo pronto, gracias.",Áreas Verdes
"hace una semana que el poste de la esquina de Colon esta apagado y justo ahi es donde han asaltado a dos vecinos ultimamente. Espero puedan solucionarlo pronto, gracias",Alumbrado Público
"quiero denunciar un taller mecanico en calle Errazuriz que funciona en la via publica sin patente comercial, dejan aceite tirado en la calle. Saludos.",Permisos y Patentes Comerciales
"buenas tardes, hay un colchon y varios muebles viejos botados hace una semana al lado de la sede vecinal, porfavor manden a retirarlos.",Aseo y Ornato
"los tachos de basura de la plaza de Villa El Retiro estan quebrados y el pasto lleno de vidrios, es peligroso para los ninos que andan descalzos. Ojala le puedan poner atencion a esto.",Áreas Verdes
reclamo xq el semaforo peatonal del sector poniente no funciona hace 3 dias y es my peligroso cruzar ahi. Porfavor tomen cartas en el asunto.,Vialidad y Pavimentación
"reclamo xq el furgon de seguridad municipal ya no pasa por el sector norte como antes, y justo ahora es cuando mas robos hay. Gracias de antemano",Seguridad Ciudadana
"quiero reclamar xq las luces de la plaza de Poblacion Santa Elena nunca las prenden aunque este oscuro, parece que el sensor esta malo. Gracias de antemano",Alumbrado Público
hace mas de 20 dias que el poste de la esquina de Los Almendros esta apagado y justo ahi es donde han asaltado a dos vecinos ultimamente. Ojala le puedan poner atencion a esto,Alumbrado Público
"en la plaza de Villa El Trebol los columpios estan quebrados hace tiempo y los ninos igual los usan, alguien se puede lesionar. Espero puedan solucionarlo pronto, gracias.",Áreas Verdes
hicieron una rayado (graffiti) horrible en el muro de la sede social de Poblacion Cordillera y ya lleva 3 dias sin que lo limpien. Ojala le puedan poner atencion a esto.,Aseo y Ornato
"se cayo una rama enorme de un arbol en la plaza del sector oriente y quedo bloqueando la entrada, es peligroso para los ninos que juegan ahi. Espero puedan solucionarlo pronto, gracias.",Áreas Verdes
"hola municipio, en la Villa El Mirador hay un microbasural enorme que se esta formando en el sitio eriazo, la gente sigue tirando basura y nadie hace nada. Porfavor tomen cartas en el asunto.",Aseo y Ornato
los vecinos de la cuadra de la plaza llevamos un mes pidiendo que manden a limpiar el canal que esta lleno de basura y da mal olor. Ya no sabemos a quien mas recurrir!!,Aseo y Ornato
"quiero denunciar que en calle El Roble hay una casa que parece un punto de venta de drogas, entra y sale gente a toda hora. Quedo atento a una respuesta",Seguridad Ciudadana
"el pavimento de calle Los Castanos esta totalmente destrozado, cada vez q llueve se llena de agua y no se puede pasar.",Vialidad y Pavimentación
"quiero reclamar xq no hay camaras de seguridad cerca de la cancha y ahi es donde mas robos se producen segun los vecinos. Espero puedan solucionarlo pronto, gracias.",Seguridad Ciudadana
"estimados, hay actos de vandalismo constantes en Poblacion Vista Hermosa, rayan las casas y rompen los vidrios de los autos estacionados. Porfavor tomen cartas en el asunto!!",Seguridad Ciudadana
en Poblacion Los Heroes hay varios postes sin luz y de noche los delincuentes aprovechan la oscuridad para hacer de las suyas. Ojala le puedan poner atencion a esto.,Alumbrado Público
los camiones recolectores estan pasando en la madrugada y hacen un escandalo terrible ademas dejan tarros de basura botados en la calle O'Higgins. Muchas gracias por su tiempo,Aseo y Ornato
"reclamo xq el furgon de seguridad municipal ya no pasa por la villa de al lado como antes, y justo ahora es cuando mas robos hay.",Seguridad Ciudadana
"quiero reclamar xq las luces de la plaza de Villa Esperanza nunca las prenden aunque este oscuro, parece que el sensor esta malo. Saludos!!",Alumbrado Público
"quiero reclamar por el aseo de calle Simon Bolivar, esta lleno de colillas, papeles y basura, y el barrendero no pasa hace tiempo. Gracias de antemano",Aseo y Ornato
"hay un olor a podrido terrible cerca del paradero, creo que es por la basura que se acumula en el sitio baldio de al lado. Porfavor tomen cartas en el asunto!!",Aseo y Ornato
cerca de la plaza el agua de lluvia se acumula en la calle y forma una laguna enorme porque no hay rejillas de desague. Porfavor tomen cartas en el asunto.,Vialidad y Pavimentación
"Hola, el sistema de riego de la plaza de calle Las Rosas lleva varias semanas malo y las plantas se estan secando todas. Muchas gracias por su tiempo.",Áreas Verdes
"hola municipio, el poste de calle Las Torres quedo colgando despues de un choque hace mas de 20 dias y nadie lo ha venido a reparar, es peligroso. Saludos!!",Alumbrado Público
los vecinos del pasaje de atras llevamos mas de un mes pidiendo que manden a limpiar el canal que esta lleno de basura y da mal olor. Ya no sabemos a quien mas recurrir.,Aseo y Ornato
"el pavimento de calle Pedro de Valdivia esta totalmente destrozado, cada vez q llueve se llena de agua y no se puede pasar. Espero una pronta solucion.",Vialidad y Pavimentación
"hola municipio, hay un colchon y varios muebles viejos botados hace 20 dias en la esquina, porfavor manden a retirarlos. Saludos",Aseo y Ornato
"en la plaza de Villa El Mirador hay ratones porque la gente deja bolsas de basura en la reja del parque, esto es un peligro para los ninos. Saludos.",Aseo y Ornato
"el foco de la esquina de mi casa en Las Dalias esta quemado hace un par de semanas, ya avise antes y nadie ha venido a cambiarlo. Muchas gracias por su tiempo.",Alumbrado Público
"quiero denunciar un taller mecanico en calle O'Higgins que funciona en la via publica sin patente comercial, dejan aceite tirado en la calle. Saludos",Permisos y Patentes Comerciales
"hay un galpon en Poblacion Nueva Amanecer que funciona como bodega sin permiso de funcionamiento, ademas genera mucho ruido de camiones en la noche. Gracias de antemano.",Permisos y Patentes Comerciales
"hay un galpon en Poblacion Nueva Amanecer que funciona como bodega sin permiso de funcionamiento, ademas genera mucho ruido de camiones en la noche. Espero puedan solucionarlo pronto, gracias!!",Permisos y Patentes Comerciales
"vengo a reclamar xq el camion recolector paso y dejo la mitad de la basura tirada en la calle Los Jazmines, quedo un desastre. Ojala le puedan poner atencion a esto.",Aseo y Ornato
"los juegos infantiles de la plaza Villa El Mirador estan todos oxidados y rotos, mi hija se corto con un fierro el otro dia. Espero una pronta solucion!!",Áreas Verdes
"quiero denunciar un taller mecanico en calle Los Alerces que funciona en la via publica sin patente comercial, dejan aceite tirado en la calle. Ojala le puedan poner atencion a esto",Permisos y Patentes Comerciales
el local nocturno de calle Padre Hurtado sigue funcionando pasada la hora permitida y los vecinos no podemos dormir por el bullicio. Gracias de antemano.,Permisos y Patentes Comerciales
hace una semana que el poste de la esquina de Las Encinas esta apagado y justo ahi es donde han asaltado a dos vecinos ultimamente. Espero una pronta solucion!!,Alumbrado Público
"en Poblacion Vista Hermosa las calles de tierra se llenan de barro cuando llueve, ya no se puede ni caminar, necesitamos pavimentacion urgente. Quedo atento a una respuesta.",Vialidad y Pavimentación
"buenos dias, necesitamos que poden los arboles de calle Balmaceda porque las ramas ya estan tocando los cables de luz.",Áreas Verdes
en Villa Esperanza hay varios postes sin luz y de noche los delincuentes aprovechan la oscuridad para hacer de las suyas. Porfavor tomen cartas en el asunto,Alumbrado Público
hicieron una rayado (graffiti) horrible en el muro de la sede social de Villa Los Pinos y ya lleva un par de semanas sin que lo limpien. Gracias de antemano.,Aseo y Ornato
"nadie barre las veredas de Poblacion Los Heroes hace 10 dias, esta lleno de hojas y tierra, se ve muy descuidado el sector. Espero puedan solucionarlo pronto, gracias.",Aseo y Ornato
"en la esquina de Santa Rosa instalaron un carrito de comida sin ningun permiso, ademas deja toda la vereda sucia. Porfavor tomen cartas en el asunto.",Permisos y Patentes Comerciales
"hay un grupo que se junta a consumir drogas todas las noches en la esquina de calle El Bosque, los vecinos ya no sabemos que hacer. Muchas gracias por su tiempo.",Seguridad Ciudadana
"asaltaron a un vecino a mano armada en la esquina de El Bosque hace casi 2 semanas, necesitamos mas presencia policial urgente. Ya no sabemos a quien mas recurrir",Seguridad Ciudadana
"el restaurant del centro boto sus desechos a la calle de nuevo, ademas dudo que tenga los permisos sanitarios al dia. Porfavor tomen cartas en el asunto!!",Permisos y Patentes Comerciales
"hace falta un lomo de toro urgente en calle San Martin cerca del jardin infantil, los autos pasan como si fuera autopista y ya casi atropellan a un vecino. Ya no sabemos a quien mas recurrir.",Vialidad y Pavimentación
"buenas tardes, hay un poste de luz que quedo torcido en medio de la vereda de Manuel Rodriguez despues q un auto lo choco, es un peligro para los peatones.",Vialidad y Pavimentación
los postes de luz del sector norte se apagan como a las 11 de la noche y quedamos completamente a oscuras hasta el otro dia. Quedo atento a una respuesta,Alumbrado Público
